videoWebUrl,submittedVideoUrl,input,cid,createTime,createTimeISO,text,diggCount,likedByAuthor,pinnedByAuthor,repliesToId,replyCommentTotal,uid,uniqueId,avatarThumbnail,mentions,detailedMentions
https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,7581681172128924424,1765247715,2025-12-09T02:35:15.000Z,"pak Gibran sehat selalu,doa kami orang Sumatra menyertai seluruh jajarannya di berkati...",0,False,False,,0,7563500049071883272,par.gaji.na.timbo,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/ea809ba82780f39e81249d645d4a882c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=80ee0bee&x-expires=1765443600&x-signature=SQYxyUva3qnn3m6qUMhzIMZCYYw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,7581080967949075218,1765107973,2025-12-07T11:46:13.000Z,habis itu catatanx hilang🗿,0,False,False,,0,6835068271893988353,ari.fu.ka.ri.shi.ki.ta,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/74ccf558978faab5b2efd6525da0de60~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=596c176a&x-expires=1765443600&x-signature=c3hfCnh2fJfGlqLvXG%2BuTavKvZs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[]
https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,7580922764724273938,1765071139,2025-12-07T01:32:19.000Z,bwa duit bkn bwa buku,0,False,False,,0,6993203555813803009,rakabeno665,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/cf282e2534b361ae1992195ff7847795~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c9736799&x-expires=1765443600&x-signature=9MHdgCadpLGgET2Kyl%2Bjl%2B936Uk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[]
https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,7580932153404883719,1765073325,2025-12-07T02:08:45.000Z,kenapa kalian nggak liat ini sihh yang selalu nyalahin presiden dan wapres,3,False,False,,0,7309798661834769414,soviasalsa58,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/88f94d1ed4d97a40a59ed76db466e1af~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6ff992a2&x-expires=1765443600&x-signature=9HhQRKcTliHCtT6JSusW%2FJZxa2A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,7580384070091227912,1764945712,2025-12-05T14:41:52.000Z,sehat2 pak wapres 🥹🥰😇,3,False,False,,0,6961369167430779906,yhna21_,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/094dcdaf7b4a5a17aba36c4e1afb2c1b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0fbfe193&x-expires=1765443600&x-signature=isz02CLkq7GMckMkw9wcuz9iZA4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[]
https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,7581004289905951505,1765090127,2025-12-07T06:48:47.000Z,org² yg masi hate emg rada2.,4,False,False,,0,6866256856340546561,kalindasukma,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/35b4d8ff3d504066a9950e9efa6d1c25~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=352256d9&x-expires=1765443600&x-signature=EJd3frSEghU5nhWZvu9qNiz5eUg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[]
https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,7581123225033114376,1765117807,2025-12-07T14:30:07.000Z,"LailahaillAllah Muhammad RasulAllah Allahumma Sholli Ala Sayidina Muhammad Waala Ali Sayidina Muhammad 😇🥰Jangan Lupa Baca Ayat Kursi Sesuda Sholat Yah Kawan""🙌",0,False,False,,0,7568887585406862356,dede.02216,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/efaca24febc6a766a5bd31022e5c4727~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=efed1bc8&x-expires=1765443600&x-signature=ppu4vgP5U1KrwoWloIaUM2JtnfQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,7580370257002070802,1764942493,2025-12-05T13:48:13.000Z,ini bawa apa,2,False,False,,0,7460793759862785031,wahyu.ikki4,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/d71087ebbfc7eaad8005744d6b9ff15d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2f70851f&x-expires=1765443600&x-signature=KNzyHZbDf9luC6yCR1WDaSRdQj8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,7581024752405644053,1765094889,2025-12-07T08:08:09.000Z,asesment mas😅😂,0,False,False,,0,6529995547649064961,hakimkellvin03,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/6d5da7ef1cd0784d331eff7c91ae19b5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=61c50bcb&x-expires=1765443600&x-signature=zBJPE4agbrnPvObPI1bBZTFBIRk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,7580796891098022664,1765041829,2025-12-06T17:23:49.000Z,smangat pak wapres... jgn lelah dengarkan keluhan rakyat... 🥰,1,False,False,,0,7510519213733610514,merlin_hijab,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/6ac22a6f85e510c1e3538a0bf129fb04~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ca931e1d&x-expires=1765443600&x-signature=0QgSDUwOIZra8wKx5d%2FPOH8%2BmnI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[]
