text,createTime
"sehat selalu pak Gibran, dan semua orang orang baikk🙏🤗",1764932641
Ngomongin bare minimum emg SEMUA pejabat begini kah?,1764932558
sehat selalu pak Gibran. 😇,1764932551
Semangattt pak Gibrannnn lakukan yg terbaik untuk rakyatmu🥰,1764932334
"heran yg komen negatif tiap ada yg bantu selalu aja nyari celah kurang nya, pada knapasi😌😌",1764932335
"harusnya tuh orang orang lebih paham sih. walaupun bare minimum tapi gak semua pejabat pemerintah paham tugasnya apa. makanya masyaratan liat kek gini yang aslinya emang udah tugasnya pemerintah jadi keliatan ""wah"". karena gak semua pegawai pemerintahan mau ngelakuin kaya gini.",1764932189
sehat selalu pak gibran,1764931985
kenapa ya orng2 bisa tega ngetik jahat padahal pak gibran bener2 ngejalanin tugasnya :(,1764931909
"kl udah penyakit hati mah emang susah mau pak gibran jungkir balik, kayang, hand stand juga bakal kena hujat padahal dia juga berusaha lho guys ga bisa apa ya apresiasi sedikit? kl menurut kalian emang bare minimum yaudah ga perlu di hujat kan ga salah juga kenapa malah di hujat?",1764931851
pliss lucuk banget 😭 gemes🤏🏻,1764931847
"sehat sehat pak wapres, semoga selalu dalam lindungan ALLAH SWT .",1764931714
"miris banget masi banyak yg hujat, dan yg nge hujat juga ngga pernah nyumbang apa apa",1764931633
"rakyat banyak yang hati nya cuma iri dengki, jadi indonesia susah maju susah bersama saling pegangan tangga juga enggan, kalo kita gabisa bantu seengga nya orang orang diatas sana yg rela terjun kita apresiasi. susah emng kalo hati isi nya cuma kebencian🙂",1764931618
buku saku lagi pramuka kah?🤣,1764931594
"""emang tugasnya"" iyaaa, kita tauu emang tugasnya guyss, tapi bisa ngga kita saling menghargai, support, dan dukung setiap langkah positif yang diambil disaat saat seperti ini??",1764931316
semuaa yg dilakuin pejabatt dibilang bare minimumm.. maunyaa pejabat2 inii nyuapin nasi ke mulut rakyatnya satu² kahh??,1764931318
aku gak inget ntah kapan terakhir ngeliat wapres turun tangan dan merakyat seperti mas gibran ini .,1764931212
"janganlah suka menghina orang.. jujur aku sakit hatiii bgtt, karena tau persis bagaimana rasanya kalau dihina itu..
apalagi bagi yang suka ngatain planga plongo.. sumpah, gilaaaa bgt jahatnya.
Kalau ternyata orang yang kita hina itu lebih disayang sama Allah, maka kitalah yang bakal celaka🥺",1764930972
sehat selalu pak Gibran terima kasih sudah mau mendengar keluh kesah saudara kita di sana,1764930538
tuh kan wapres aja ga pake rompi anti peluru😭,1764930365
Kalian ngehina dia? Sedangkan bupati terdampak aja malah pergi umroh 🤣,1764930257
normal.,1764929476
"susah banget buat ngehargain usaha orang, sehat sehat dah",1764928873
sehat selalu pak wapress,1764928452
"kecot semua ajg, serba salah",1764928147
wkkwkwk2kwkwkwkk keren bgt givrannnn ahhh ngefansssssss,1764927575
itu yang ngehujat udah bisa ngapainn siii💔,1764927455
sehat2 mas wapres,1764927414
yg penting ga ngasih beras simpenan november 2024. semoga kerjanya bener. thk,1764926489
Fitnahan tidak akan kena. Maju terus untuk rakyat mas wapres . Yg julid tanda tak mampu .,1764926144
"kemaren ada salah satu akun centang biru yg mengkritik pemerintah kenapa dapur mbg ga dialihfungsikan sementara untuk dapur darurat, di situ dia dan beberapa netizen X maki² pemerintah karna ga becus bikin ide Dapur mbg ini. padahal dari 1-2 hari setelah bencana banyak banget muncul di tiktok dan Instagram ku di beberapa daerah terdampak bencana, dapur mbg nya di sulap jadi dapur darurat bencana. Aku bukan buzzer pemerintah pliss, aku pun ikut kritik beberapa daerah yg pemerintah nya lambat dalam penanganan. tapi stopp kritik sesuatu yang kamu bahkan ga riset dulu kebenaran nya gitu loh..",1764926027
rompi nya kok g di pake😭,1764925735
"nyatet doang, dikerjain gak?",1764937037
rispek banget ssma Gibran,1764936944
"semoga keluhan keluhan seluruh masyarakat yang terkena korban bencana di daerah bersangkutan dapat terealisir yaa bapak,, semoga mereka tdk terbebani dg keadaan mrk saat ini, apalagi dikitbhari lg mrk mrk. merayakan Natal dan tahun baru bg yg merakayan🙏🙏🙏🙏",1764924037
wapres gobbbblioook,1764923169
"antusias sekali warga Indonesia, banyak cerita rakyat tapi tak pernah di dengar pemerintah🙂,",1764922049
stelah sy liat komen²trnyata Indnsia ini bkan darurat militer ato darurat apa..tpi Darurat Adab😔dimana mnghina ssama aplgi mnghina pmmpin sndiri itu udah jdi hal yg biasa,1765146658
"dia tidak peduli apa kata orang saat ini, karena yg sedang dia tunjukkan adalah sisi kemanusiaan",1765127309
gerak cepat d sangka carmuk..gerak lambat d bilang lelet..dasar setan🔥🔥,1765121477
"top pak wapres datang langsung dan di catat, bukan cuma sekedar Terima laporan dari bawahan 👍",1765117455
wapres nya seramah ini knp anggota dewannya banyak yg menye2 yaa,1765114442
gue tuh,1765110641
Semangat pak Gibran 😭❤❤️,1764924674
Tak catat dulu,1765109645
"aparat lokal ga malu apa, masak harus wapress yg dengerin rakyat",1765108074
sakit sih yg over hate,1765107344
"selain pemerintah yg perlu diganti ternyata rakyat juga perlu diganti,ambil sisi positif nya guys dan kita disini saling donasi dan bantu doa utk korban bencana dan gak perlu repot repot komen negatif terus",1765106131
Terlepas dri kasus nya seenggak nya beliau ini menjalankan tugasnya dgn baik😢,1765103964
Emng paling bner ga bahas politik di tiktok😭 isi komenanya bkin sakit kepala😭,1765103705
"biarin aja mereka bilang apa,wapres kita juga sadar kok kalo rakyat kita SDM nya rendah,pak Gibran mungkin juga memaklumi nya",1765103217
serba salah mulu dh prsaan😭,1765102391
bukan saatnya mencela. saling jaga saling bantu. jangan lupa donasi.,1765101489
trs ajudan ngpain tugasny,1765096014
fiks 2026 ganti rakyat kecuali gue,1765095913
sedekat ini kah pimpin Indonesia sama rakyat,1765094279
"memang yg bener di hujat , yg jahat di temenin di Indonesia aja",1765093917
paling juga dicatet doang 🗿,1765093489
"Catat apa yang kamu kerjakan,, kerjakan apa yg kamu catat,,,Good Wapres",1765092992
untuk hal apapun jangan terlalu membenci dan jgn terlalu mencintai..,1765091693
"udah GK papa namnya juga manusia. jgnkan pemimpin kita hanya manusia biasa yang nabi Muhammad Saw saja masih ada saja yang menghujat masih ada saja yang melempari beliau.. siappun pemimpinya kita doakan saja semoga menjadi pemimpin yang baik jujur,tulus dan bertanggung jawab",1765090853
"RAKYAT STRESSSSS, UDAHLAH INDO GANTI RAKYAT AJA KAYK LU PADA MAMPU AJA JADI PRESIDEN DAN WAPRES KAYAK MEREKA",1765089570
ALL IN 02😭💗💗,1765089430
jgn suka mengurangi keiklasan seseorang. cukup bilang Terima kasih dan do'akan yg baik2. sehat selalu kalian dsana,1765088179
jadi mas gibran keknya serba salah mulu ya perasaan😔,1765087207
Emang paling bener ganti rakyat.,1765086965
paham kenapa niat baik itu sebaiknya disembunyikan. meskipun itu kewajibannya setidaknya kita juga harus berterimakasih. dalam keadaan bencana gini masih aja cari celah buat menghina dan caci maki.,1765086852
"gw ga bisa nulis tanpa alas gitu, lebih gampang nulis di note hp",1765086489
"Gini ya, gw udh bosen dikatain pembenci, hati busuk, gagal move on, blablabla. Sekelas kepala n wakil kepala negara, segala tindak tanduknya itu less practical. Mereka dtang ke lapangan utk mengamati n mengambil tindakan, urusan sprti di atas itu lvl ajudan/bawahannya. Knp salah? krn jdi g efektif n efisien. Dibelahan dunia manapun, ga ada yg kyk di atas. Jabatan gibran n prabs itu decision maker, mereka leader. Susah emng enlighten orang² yg milih idolanya krn ""Anies gtau diri blablabla"". Lagi² anies, lgi² bwa iri dengki, penyakit hati🤣. Udh bosennn.",1765085988
"muncul salah, ga muncul salah🥰",1765085841
wah bnyak buzzer nih 😂,1765085670
ya karena ini mau membanti bukan untuk perangg😂,1765085359
"Dicatet doang, tp ga ditindaklanjuti 🤣",1765085248
apakah ini termasuk pencitraan?,1765085038
paling bener ganti rakyat,1765084596
di indo ne memang serba salah ..pemimpin nya bergerak bantu rakyat nya malah di bilang ini itu😩😩😩,1765084414
"We need to know this is the bare minimum for them as a part of government to do deh, itu udah kewajiban mereka ngelakuin hal hal itu :/",1765084146
Sehat2 Bapak Wapres🙏🙏,1765083874
kaya anak sd lagi karyawisata gak sih?,1765082208
klo apa² dihujatt mending ganti rakyat nya ajaa dehhh😌,1765080345
emang kudu ganti rakyat,1765079870
lebih bagus ini dri pada rompi😹😹,1765079598
Emang ada ajd yg nulis atau ga ada org yg di percaya lagi😅😅,1765078003
"Terimkasih pak, bikin lapangan pekerjaan pak, pada lapar disitu sampai nebangin pohon pak",1765077141
"Lah biarin namanya org lg kerja, gausa di apresiasi emg kerjaannya kok 😒",1765077025
"Wapres dulu mana ada yg kya gini
Menyala Pak Gibran 🔥🔥🔥",1765076917
baru kali aku nampak wapres barcahaya ( ikut kerja) 😂,1765076798
sehat selalu mas Gibran. semoga dimudahkan semua,1765076637
Tetap dan terus berbuat baik mas waprrss lanjutkan,1765076210
daya ingat nya ga bagus kalo hal gtu aja di catat,1765076197
"wakil presiden kok gk mikul beras, minimal pake rompi lah🗿",1765074858
"gibran tetep kuat mentalnya padahal di hujat gara² jd wapres aja kalian yg ngehujat udh kalah, emang kalian kira gampang jadi wapres, tapi apapun yg dia lakuin salah dimata beberapa rakyat yg blm tentu mampu jadi wapres kyk gibran☺",1765074504
taun depan ganti rakyat aja udah ribet banget dah,1765074139
Turut berduka Y Indonesia salam dari Timor Leste untuk saudara2 di sana 🫂,1765073650
Giliran yg kerjaa di usillin.. giliran yg gaada wujudnya aja dibiarinn.. gimana sii netizen,1765073629
"merinding bgt baca komennya, udah mending dia ga pake rompi peluru ege",1765073234
"gibran : izin pak prabowo saya udah catat smua keluhan dari rakyat
prbowo : baik proses skrng apa yng mreka butuhkan smua hrus terpenuhi kbutuhhan",1765072923
"kenapa harus dicatat,direkam lEwat hp terus disave suara korban kan bisa",1765071838
"yang sabar ya, semoga Allah memberikan balasan yang lebih🤗🤗",1764921915
presiden aceh si anis kmna kok ngilang,1765070908
"sehat2 pak gibran, semoga akan selalu mengayomi warga indonesia🥰",1765070733
"ketikan guys ketikan, kenapa pada enteng bgt ngehujat",1765069858
Ganti rakyat ah barisan sakit hati semua,1765069766
mari kita lihat apakah catatan itu berguna,1765069447
"netizen mulutnya astaghfirullah banget ampun, pak gib sehat2 ya Aamiin",1765069389
"masih gak paham gw sama orang2 yang gak suka sama ni orangg, padahal suatu kebaikan mau dia ada niat terselubung juga kalau dalam hal seperti ini patut di apresiasi.. berpikirlah positif biar otakmu fresh dari sifat iri&dengkii sobatt",1765068214
"yg benar-benar paham agama apapun itu, pasti menghargai dan menghormati pemimpinnya
dan juga pemimpin pasti memegang dan menjalankan fungsi tugas amanah yang diberikan kepadanya",1765067363
"kalo sampe hal begini di masalahin, lu pada overhate dah sumpah",1765066741
"“Perjuanganku lebih mudah karena mengusir penjajah, tapi perjuanganmu akan lebih sulit karena melawan bangsamu sendiri.”",1765066275
"Anjirrr, Buzzer Termul semua 🤣🤣",1765064834
"gantii rakyaatnyaa ajaa paakk, jangaan ganti wapresnyaa ‼️",1765064014
jngn tertipu ya Kaka,1765060642
Tau kan pas pemilihan presiden Sumatra hampir 90. % pilih anis tapi presiden kita tidak memandang hal itu,1765059484
"Orang mau melakukan hal baik gimana pun, tetep aja salah dimata pembenci",1765058869
"pak Gibran semoga slu dlm lindungan Allah SWT, d jauhkan dari orang yg slu fitnah dn dzolim amiin... wlo AQ GK kenal PK Gibran itu tulus sperti PK Jokowi",1765058473
terserah apa kata orng klo ga pokonya seneng sapa presiden dan wapres ini udh combinasinyg cocok yg satu mengayomi yg satu evaluasi dgn cara yg lebih kekinian ga kudet,1765054864
@just-call-ka-el bro sudah lelah,1765046259
semenjak si wabah nyapres rakyat jadi terpecah belah gini,1765043447
Emang org bantuin di bilang pencitraan rakyat nya yg harus di ubah kena musibah bukannya mikir,1765042260
"wah iya inimah hebat banget, bukan bare minimum sih ini masuknya sudah effort, wah pak wapres greenflag sekali, beruntung sekali kami. btw boleh kali pak pendidikan kita dikasih merata",1765041903
ko gapake rompi😌,1765040447
begini aja ttp salah di mata netizen budiman,1765039922
The real jendral lapangan seperti bapaknya klo d lokasi bencana,1765039699
"orang kalo udh benci, mau liat orang bener pun tetep salah di mata mereka",1765033869
makasiii pak gibrannn baik bangettt🥺🥺,1765033702
wajah2 penyabar nampaknya mas Gibran ini ya?,1765026060
Ngeliat kolom komentar dah lah ganti rakyat 🗿,1765019594
GANTI RAKYAT GANTI RAKYATT,1765018640
"Kita akan selalu terlihat salah di mata manusia, sehat sehat ya Pak terima kasih sdh hadir di tengah tengah mereka, biarlah Allah yg menilai semua kebaikan dan keburukan. Tutup telinga utk semua perkataan manusia, sekali lagi mereka hanya manusia yg tdk semuanya bisa mereka pahami, terus berjalan dan maju pak. Cukup Allah yg tau segalanya.",1765016745
Semangat pak wapres ga usah dengerin netizen skrg mah org2 ngoceh aja bisa bantu aja kgk,1764931704
"KOK BISA ANAK YANG DITANYA
.KADANG KADANG",1765071467
"@butterwijsman:plizzz normalisasi pejabat kalau gini emng kerjanya dia,gak usah di dewakan",1765014931
"rakyat kemakan media, pemerintah melakukan apapun akan salah, keep strong indonesia🙏",1765012319
"Biarin aja pak org mw hujat bapak kayak gimana juga, tetep dukung bapak, sehat teruss yaa pak gibran.🥺🥺",1765011739
"ya Allah lindungilah pemimpin"" yg amanah iniii 😭😭😭😭",1765011479
sekelas wapres ngerjain tugas RT 😅,1765011466
"orang yg sll jalannya lurus pasti banyak diterjang badai ,begitulah pak wapres kita ini,Dimata orang yg membencinya apapun dilakukan sll salah",1765010847
"Godbless you pak wapres! Di setiap ibadah minggu di seluruh bangsa ini sllu mendoakan pemimpin bangsa ini. Siapapun pemimpinnya, biar Tuhan yg menolong 🙏🏻",1765010478
"Heran banget emang sama manusia di negeri ini, serba salah🗿",1765010123
mana sih komen yg hujat,1765009232
"syukuri apa yang ada, lagu di video aja begitu",1765009127
"Serius tanya yg hujat tuh , klian mau nya wapress kek gmna si anjj??",1765008792
"kalo nggk dcatat ntr gk ingat krn saking bnyaknya msyarakat yg berkeluh kesah ., gk mudah d posisi nglakuin hal salah gk lakuinpun juga salah",1765008318
sibuk bawa catetan buku ya guys... gak sibuk rompi antri plurunya.. sama cuma nunjuk² aja😅😂,1765007645
"sejak anis mencalonkan, after pemilu pun orang² masih serasa beradu🙏🤣",1765006170
"orang baik emang selaluu besarr cobaanyaa yaa,,udah berbuat baik aja masih kurang dimataa para manusia sempurna 😌",1765005234
"jangan manggul beras pak , biar ajudan aja yg manggul",1765004721
"ini harusnya tugas yang paling terhormat DEWAN PERWAKILAN RAKYAT. lu pada catet itu keluhan rakyat kecil, bukan rakyat pengusaha besar sama rakyat keluarga sendiri",1765003719
"apa apaan ini, rompi anti peluru nya mana?😹",1765000293
nyatet doang mah tukang listrik juga bisa,1764999704
"dari kemaren2 juga kalau gk salah pak wapres juga gt, selalu bawa note kecil dan nulis sendiri.",1764998816
wapres se perfect ini masih ada yg hujat 🥺,1764997776
"yg benci wapres ma cuma di sosmed, tu liat di dunia nyata🥰, sehat selalu mas Gibran.",1764996757
bupati Aceh malah umroh wkkwkwwk☺️🤣,1764996951
semangat pak Wapress ...karna gak ada manusia yg sempurna di dunia ini tapi minimal bapak udah jadi wapres yg baik🙏🏻 lanjutkan pak 🫡,1764996449
"everything matters!! hal sekecil apapun jdi berharga klo yg memberikan sadar akan tugas dan kewajibannya dan yg menerima jg respect dan bersyukur. krn semua yg punya kewajiban pun belum tentu mau melakukan, dan org2 yg menerima pun jg belum tentu mau menghargai. that’s all! nothing in this world can be called the bare minimum!",1764995793
"Gibran bilek :
1) ibu kerudung hijo : mobil rusak, lemari rusak
2) Anak laki² baju merah : hp rusak",1764994647
lucu negri ini,1764993817
"ANIES MANA ANIES GK ADA NIH ANIES
BIASA NYA PALING GERCEP URUSAN GINI",1764993096
"heran sama yang ngehujat, toh juga kinerja dia baik, bahkan yang dilakukan dia sekarang belum tentu dulu dilakukan wapres"" lainnya, kalian melihat karena dia anak jokowi, tapi cobalah liat sisi lainnya,",1764931162
"Sehat selalu pak wapresku, teruslah melangkah maju demi kemajuan negeri dan rakyat. Dan smoga cpt pulih Indonesiaku terutama sumatra🥰",1764930127
"@buckbuner:kok orang orang punya tenaga ya buat ngejudge, padahal lagi nolongin loh bukan buat keributan😭😭",1764928547
Tuhan memberkati Wakil Presiden🙏🙏,1764989615
presiden terbaik 2029,1764989429
"Gua juga salah satu yang tidak sepakat dia menduduki kursi wapres saat ini, tetapi cobalah untuk bijak karena untuk saat ini orang yang membantu korban di sumatera adalah orang” yang bantu dengan perasaan, jangan salahkan mereka karena berapa banyak pejabat di indonesia yang cuek keadaan di sumatera sekarang, terlepas dari ketidak dukungan saya kepada bapak untuk jadi wapres, saya sangat mengapresiasi tindakan bapak saat ini, SEMOGA APA YANG DI CATAT SEGERA DI EKSEKUSI agar korban serta warga yang terkena dampak banjir bisa hidup dengan nyaman dan tidak kesusahan🙏🏻🙏🏻🙏🏻",1764989098
mantap pak gibran 🙏🙏🙏🥰🥰,1764989020
"punya ciri khas masing2 setiap wapres,
biarkan beliau bekerja dengan Gayanya sndri dna ciri khasnya sndri, jgn terlalu menghujat, doa'kan supaya beliau Bekerja dengan amanah dan lebih tanggung jawab dengan tugas dan tanggung jawabnya.. semangat pak wapres",1764988994
Indonesia harus ganti rakyat🤣,1764988932
"udah bener loh dia dicatat. emang ngeladenin keluhan orang sebanyak itu bakal bisa inget semua. orang mah bisa sewaktu waktu lupa.
soalnya aku juga tipe orang yg ada apa apa di catet karna suka barlen (bubar kelalen) wkwk",1764988536
Ganti dpr dan rakyat,1764988261
"diem salah, bertindak salah",1764987990
"sebaik dan seniat apapun kerjanya ttp dinyinyir, semangat mas gibran semoga sehat selalu ya",1764987863
"@remahan: intinya orang kalau udah benci mau kita jadi malaikat tetap dilihat seperti iblis begitu sebaliknya orang kalau udah suka, kita seperti iblis pun dimata mereka ya seperti malaikat. oleh karena itu kita sebagai manusia cuma bisa jadi baik versi diri kita aja jangan nuruti orang lain karena yang benci tetap benci yang suka akan tetap nrima kita.",1764986191
"meskipun cara jadi nya salah kaprah tapi kita lihat aja kinerja nya, kalo bagus kita apresiasi kalo jelek kita kritik",1764985489
sehat2 pak wapres🥺,1764984966
"intinya orang kalau udah benci mau kita jadi malaikat tetap dilihat seperti iblis begitu sebaliknya orang kalau udah suka, kita seperti iblis pun dimata mereka ya seperti malaikat. oleh karena itu kita sebagai manusia cuma bisa jadi baik versi diri kita aja jangan nuruti orang lain karena yang benci tetap benci yang suka akan tetap nrima kita.",1764984893
"dicatat sendiri pak,ada bawahanmu yg bisa catat loh pak",1764984395
pak wapres baik asli dia udh prnh bntuin kluarga kami nebus byrn tagihan rumah sakit krna adik gw sakit mninggal g pny bpjs ...jgn bully wapres ku .......🥺🥺🥺🥺 dia baek...shat3 mas wapres,1764984286
kok ga pakai rompi pak?😹,1764984132
sling support aja lah guys... siapapun yg bantu gak usah dihujat... setidaknya mereka sudah melakukan kebaikan dan punya niat membantu... ilu saling hujat malah bikin tambah rusuh aja..,1764984018
"mentri bawa beras 😆, yg betul ya ini. bawah buku catat keluhan. 👍👍👍",1764984100
"minta pak prabowo ganti rakyat bisa gak ya sekalian ntar,",1764983781
wapres yang sebelum ini ga pernah liat aku😭,1764983612
sehat selalu mas gibran😊,1764983159
"soal penebangan hutan kita ga bisa nyalahin satu org yaitu presiden, soal bantuan atau apapun untuk masyarakat aja dr yg paling atasss udh ngasih kebijakan yg sesuai buat masy, tapi pas sampe ke kita udh tinggal dikit karna udh di cuil2 sama yg nyampaikan, jd pas kita terima tinggal 10 persen. soal penebangan hutan jg presiden ga bisa ngawasin sedetail itu dia percayakan semua kpd para2 bawahannya yg di daerah tp apa ah pikir sendiri aja pasti paham he he yg jelas pakai rompi ya pak gibrang biar keceee kayaaakkk??? wkwkkwkwkw",1764983098
"baru kali ini punya wapres terjun langsung nyatat keperluan langsung dari korban terdampak..
yg kemaren"" ya begitu lah.. 😅😅👍",1764982839
pernah liat dokter lari lari gendong anak yg keselek kacang? emg udah tugasnya kan nyelamatin nyawa orang tapi klo di negara sana hal kaya gitu di apresiasi lo gatau klo disini,1764982456
lebih keren Zulhas angkut bantuan sendiri,1764982008
hati hati pak Gibran di situ pas seneng pasti ada yang jelekin bapak,1764981416
resiko pejabat publik ya harus siap mental apalagi berpolitik.👍dihina difitnah dicaci dimaki sdh biasa.,1764984040
dapat wapres bgini di mna lgi?,1764981276
"dia sibuk ngibur orng orng kena musibah TNI dan beberapa aparat serta orng baik sibuk bantu yang bisa di bantu
netizen maha benar sibuk nyari kesalahan,,😏",1764980334
emang susah kalau orang sudah tidak suka. meski berbuat hal baik pun tetap salah di mata orang yg gk suka.,1764980303
tapi sawit juga pohon ada daunya,1764979765
"HERAN AJA DG MASYARAKAT, ORANG SEBAIK DIA MASIH AJA DICARI CELAH KEJELEKANNYA.. 👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻",1764979412
"tetep aja anies penyebab banjir jakarta, karena dia di 2019 menolak pagar tembok laut🗿",1764978707
"bangga banget udah ga salah milih gua kemarin waktu pemilu, sehat terus pak Gibran🤲",1764977736
hidup simple gw anak abah tapi kalau demi rakyat gw dukung keknya si Wapres ini mulai ngerubah dirinya dia paham dia ga sepinter itu ingatannya makannya mulai pake buku catetan semoga trus seperti itu ya biar jabatan tidak seolah cuma dari bapake,1764977160
"korupsi salah baik salah
sebenernya kalian ini maunya apa? kalian yg jadi presiden kah??",1764977056
semangat bapak wapress🫂💪🤍,1764976988
𝙳𝚘𝚊 𝚝𝚎𝚛𝚋𝚊𝚒𝚔 𝚞/𝚔 𝙼𝚊𝚜 𝙶𝚒𝚋𝚛𝚊𝚗🤲🤲🤲𝙹𝚊𝚠𝚊~𝙻𝚊𝚖𝚙𝚞𝚗𝚐 𝚜𝚒𝚊𝚙 𝚍𝚞𝚔𝚞𝚗𝚐 𝚁𝙸1😎😎😎😎🤲🤲🤲,1764976849
Mas gibran sehat terus yaaa 👍 semangat mendengarkan keluhan rakyat,1764975902
"gue yang kurir aja nangis,
apalagi kalian yg suka retur2 pkett",1764975057
"jujur aja terlepas dari kebobrokan di era bapaknya. Gibran tuh beneran kerja sebenernya. di solo jg dia bener"" kerja. dan hasilnya bagus. dirasain efeknya sama masyarakat solo. walaupun menjabat cuma sebentar tp impact-nya cukup besar",1764974282
Mudah2an aman g pakai rompi anti peluru & g manggul beras 😊,1764974066
dari dulu ada wabres tapi baru ini merakyat tidak peduli orang mau bilang pencitraan yang penting sudah dengarkan keluhkesah yang susah daripada orang yang hanya duduk dan kritik orang lain,1764973934
lebih baik ganti warga,1764973614
cuman di indo bnyk rakyat pada 02n punya pemimpin di bully Mulu salah Mulu knp sih heran,1764973071
"nihhh wapres ajaa pake pakaian biasa aja kokk, tapi kayak nya ada yang pake rompi anti peluru yaaa siapaa 😭",1764972484
"Gibran: oke adalagi, ehem iya lagi, oh pesanan akan segera saya antar",1764972479
"yang bener gini mendengarkan keluhan masyarakat, bukan sibuk foto2 sama rekam2 aja",1764971853
sehat selalu mas gibran🥰,1764970375
saya pesen 19jt lapangan kerja pak😂😂😂,1764969932
netizen bisanya nyinyir doang,1764969273
"Ya allah kalian kenapa sih? niat baik orang loh di hujat, kalian kalo gak bantu, gak ngerasaij kena musibah tolong diam, berdoa yang baik. Bersyukur ya allah hati kalian dimana sih😭",1764967999
"orang kalo udah benci mau sebaik apapun dia berusaha ngasih yg terbaik, tetep aja dicari celahnya🙃",1764968000
"orang mahh jahat jahat ketikannya, jadi presiden dan wapres tu juga banyak pikirannya tauu, sama sama manusia, punya hati dan perasaan😔😔",1764960074
Pak sehat selalu ya pak 🥰,1764959527
"wapres gak pake nunjuk, tapi pake bulpen 🙏",1764979128
Kerja salah Gak kerja salah. 🤣🤣🤣 coba klo Mas anis Gk kerja Bener Kerja? ya gk ad kerjanya🤣🤣🤣,1764958701
"Sehat, Sabar, Sukses selalu mas",1764958399
wapres langsung dengerin keluhan rakyat di lapangan tanpa perantara DPR,1764957991
"""bare minimum"", ""emg udah tugasnya"". yaitu justru. dia melakukan tugas dan jobdesknya.",1764957741
udah lah buat mbak² dan mas² yg ada di sini kalo memang gak suka dengan cara wapres skip aja gak usah liat videonya percuma mau sebaik dan sebagus apapun perilaku manusia kalo di hati kalian ada rasa gak suka tetep jelek di mata kalian,1764956968
"gubernur sumbar mana ya,blum datangi korban bencana sprtinya.....",1764956560
cuma Pak wapres yang minta maaf,1764956366
"turun ke lapangan dibilang pencitraan lah ini lah,giliran ngga turun ke lapangan dibilang makan gaji buta ngga perduli sm rakyat....mau heran tpi netizen konoha wkwk",1764955926
gak ada ajudan tukang catat kah,1764954762
mirisnya negri ini bagi yang menjelek jelekkan pemimpinnya. semangat wapresku🙏,1764954491
"harus pake rompi anti peluru lah bran, nggak takut apa ketusuk kayu gelondongan 🗿",1764954229
"izin ya warga tiktok… lihat lah ini lah perjuangan wapres kita jadi ini juga termasuk bagian presiden kita, namun kenapa masih banyak sekali kata kata dari kita semua menyalah kan presiden tidakk mungkij wapres bertindak begini tanpa adanya komunikasi sama presiden jadi mohon maaf banget ketikan nya di jaga ya kawan kawan🥺",1764953759
biasa aja emang udah kerjanya,1764953579
"kalah sama ini pak,, MIKUL sembako... 🗿",1764953132
Mas Gibran sehat selalu yaaa ❤️,1764951923
plis... aku belum lihat abah,1764951666
"coba dilihat hasil mencatatnya, soalnya setaun ini krg ada ya",1764951315
kenapa cobk tuhan kasih prabowo sama gibran yang mimpin negeri ini karena kalau anis rakyat bakal di kasih omong omongan manis nya anis bukan kerja yg nyata,1764951073
"smua smua salah kayak nya ya, apresiasi kerja wapres kita gak bakalan rugi kok. emg rakyat nya harus di ganti ni",1764950222
"yg benci ya netizen2 ini. yg terkena musibah mah ga sempat buat benci2, di kasih selamat aja dah syukur bgt. buat siapapun itu org2 baik yg udah bantu sumbar, makasih ya 🙏",1764950024
ternyata cocok bgt ya yg tua dan muda disatuin kerja bareng gini,1764949821
"pak, gak pake rompi peluru, hati-hati nanti ada yang nembak dari jauh, sekalian tunjuk-tunjuk 😭",1764949255
ya allah sehat2 pak gibran dia smpai mikirin anak2 juga dikasih banyak mainan supaya bisa bermain dan melupakan musibah yg mereka hadapi🥺,1764949080
sharelove dehhh untuk semuahh🥰😇,1764948880
Yg berisik aku catet ya,1764948720
sehat sehat🥰,1764948636
sekali lagi....INI BARE MINIMUM PERJABAT APALAGI WAPRES,1764948200
Ini adalah pembelajaran “sebaik apapun kamu kalau orang udah gasuka pasti kamu tetap salah di mata mereka”. Bisa ga sebelum komen berpikir dulu guys🙏,1764947931
𝙞𝙨𝙞 𝙠𝙤𝙢𝙚𝙣𝙩𝙖𝙧 𝙣𝙮𝙖 𝙩𝙚𝙢𝙥𝙡𝙖𝙩𝙚 𝙨𝙚𝙢𝙪𝙖 🤣🤣🤣🤣𝙠𝙚𝙩𝙖𝙪𝙖𝙣 𝙗𝙜𝙩 🤣,1764947581
serba salah yh jadi pak Gibran 😁,1764946884
"Kalian sebagai rakyat udah menjalankan bare minimumnya rakyat belum? jangan bilang bayar pajak itu bare minimum yaa, pajak itu kewajiban karena kita juga menggunakan banyak sekali fasilitas pemerintah yang tidak kita sadari seperti jalan raya, tata kelola data kita, dll. Apa kita sebagai rakyat sudah berkontribusi juga ke negara?",1764946749
pov: pak wapres ayo ayoo keluhanya apaa biar saya catat,1764946471
"Ga ngelakuin salah, ngelakuin salah, pengennya kalian tuh gimana, liat positifnya aja bisa gasi, itu liat saudara kita lagi ada bencana, masih dengki aja heran, liat coba , ibaratin aja kita diposisi itu, doain aja kek, kalo emang benci sama pejabatnya benci aja,",1764946140
"segini gematine sama rakyat
esih ono sing hujat😭😭😭",1764946114
